product_id,Screen_Appearance,Voice_Clarity,Signal_Receiving_Strength,App_Comaptiability,product_length,product_width,product_thickness,Overall_Quality
191919,SlightlyGood,Average,BelowAverage,Excellent,5.22,2.5,0.335,Good
181735,Average,SlightlyGood,Good,Average,5.58,2.04,0.376,Good
182374,SlightlyGood,AboveAverage,AboveAverage,Excellent,4.35,2.33,0.337,Good
133283,BelowAverage,VeryPoor,BelowAverage,VeryPoor,4.93,2.06,0.313,Poor
170101,AboveAverage,VeryGood,Good,BelowAverage,4.87,2.66,0.309,Good
204915,Poor,BelowAverage,VeryPoor,Average,4.67,2.06,0.331,Poor
123009,BelowAverage,AboveAverage,Good,SlightlyGood,5.31,2.04,0.383,Good
169959,SlightlyPoor,AboveAverage,Good,VeryPoor,4.63,1.92,0.365,Poor
152066,Good,Average,Average,VeryPoor,5.29,2.36,0.359,Poor
195867,BelowAverage,Good,SlightlyPoor,Excellent,4.85,2.74,0.375,Good
180772,Average,Poor,VeryPoor,SlightlyGood,4.53,2.44,0.319,Poor
141203,SlightlyGood,Good,VeryGood,Good,4.84,2.77,0.3,VeryGood
144256,Average,Poor,SlightlyPoor,Average,4.89,2.82,0.322,Poor
137308,SlightlyPoor,VeryPoor,VeryPoor,AboveAverage,4.45,2.56,0.306,Poor
139122,AboveAverage,VeryPoor,AboveAverage,Good,4.39,2.28,0.326,Good
211689,SlightlyGood,SlightlyGood,BelowAverage,Good,4.52,2.05,0.312,Good
135982,Good,SlightlyGood,Excellent,VeryGood,4.2,2.5,0.311,VeryGood
180269,Poor,VeryPoor,Average,BelowAverage,5.78,2.41,0.306,Poor
214273,BelowAverage,Poor,SlightlyPoor,Excellent,4.34,2.53,0.324,Poor
143417,BelowAverage,Poor,VeryPoor,VeryPoor,5.62,2.34,0.391,Poor
142205,BelowAverage,Poor,AboveAverage,Good,4.6,1.99,0.324,Poor
214466,VeryGood,SlightlyGood,AboveAverage,Excellent,4.24,2.05,0.342,VeryGood
118702,Poor,BelowAverage,VeryPoor,SlightlyGood,4.39,2.17,0.326,Poor
157418,Good,Poor,BelowAverage,AboveAverage,6.09,2.33,0.308,Poor
130203,Average,Good,Average,BelowAverage,4.75,2.34,0.33,Good
166744,Poor,SlightlyPoor,SlightlyGood,SlightlyPoor,5.79,2.86,0.333,Poor
214396,AboveAverage,SlightlyPoor,Poor,VeryGood,5.39,2.48,0.321,Poor
129918,SlightlyPoor,Excellent,SlightlyGood,VeryGood,5.74,2.62,0.322,Good
200297,Excellent,Excellent,AboveAverage,Excellent,4.22,2.37,0.373,VeryGood
181645,SlightlyGood,Poor,BelowAverage,VeryPoor,5.37,2.12,0.377,Poor
126703,Average,VeryGood,SlightlyPoor,BelowAverage,5.72,2.85,0.38,Good
171574,BelowAverage,Good,SlightlyPoor,Good,4.53,2.66,0.329,Good
148043,Good,Excellent,VeryPoor,BelowAverage,6.02,2.62,0.302,Good
129648,Average,Poor,BelowAverage,SlightlyGood,5.86,2.03,0.315,Poor
176192,AboveAverage,Average,Average,BelowAverage,6.12,2.68,0.397,Poor
213186,VeryPoor,VeryGood,Average,BelowAverage,6.08,2.39,0.31,Poor
170217,Poor,SlightlyPoor,AboveAverage,BelowAverage,4.44,2.37,0.32,Poor
136110,Average,VeryPoor,Good,Poor,5.07,1.91,0.34,Poor
170627,SlightlyGood,Poor,BelowAverage,Average,5.91,2.19,0.325,Poor
180706,Poor,SlightlyPoor,Average,BelowAverage,5.4,2,0.354,Poor
183376,AboveAverage,SlightlyPoor,Average,VeryPoor,5.56,2.37,0.356,Poor
151625,Average,SlightlyPoor,SlightlyPoor,Good,5.35,1.84,0.396,Poor
212656,AboveAverage,Good,Excellent,Good,5.39,1.85,0.343,VeryGood
151249,Good,Excellent,Poor,Excellent,4.9,1.98,0.322,Good
159716,Poor,SlightlyPoor,Good,Average,5.48,2.37,0.306,Poor
136246,BelowAverage,Average,Poor,BelowAverage,6.17,1.88,0.377,Poor
204680,Poor,VeryPoor,VeryGood,BelowAverage,6.15,2.57,0.303,Poor
204694,Average,SlightlyGood,VeryPoor,SlightlyGood,4.27,2.24,0.352,Poor
190598,Good,SlightlyPoor,SlightlyPoor,Good,5.23,2.27,0.307,Good
154508,Average,Excellent,Poor,VeryGood,4.49,1.83,0.366,Good
155664,BelowAverage,SlightlyGood,Poor,SlightlyPoor,4.54,2.18,0.387,Poor
192832,VeryGood,Excellent,Good,VeryGood,5.06,2.09,0.342,VeryGood
145432,AboveAverage,BelowAverage,Excellent,VeryGood,4.36,2.13,0.362,Good
175766,SlightlyPoor,AboveAverage,Average,SlightlyGood,5.35,2.23,0.337,Good
213700,Excellent,Excellent,SlightlyPoor,Good,5.58,1.95,0.35,VeryGood
186763,SlightlyPoor,BelowAverage,AboveAverage,Excellent,5.38,2.12,0.305,Good
163367,AboveAverage,SlightlyGood,Average,SlightlyPoor,4.67,2.68,0.318,Good
195979,SlightlyPoor,Average,BelowAverage,VeryPoor,4.26,2.78,0.336,Poor
159138,AboveAverage,BelowAverage,SlightlyPoor,SlightlyGood,6.15,2.39,0.302,Poor
127793,AboveAverage,SlightlyGood,SlightlyGood,SlightlyGood,5.78,2.76,0.362,Good
116409,Poor,Excellent,Excellent,Poor,6.16,2.35,0.388,Good
130830,AboveAverage,AboveAverage,AboveAverage,SlightlyPoor,5.4,1.94,0.386,Good
180995,VeryPoor,Good,Poor,Excellent,5.55,2.11,0.341,Good
143023,BelowAverage,Average,Excellent,SlightlyPoor,5.39,1.9,0.35,Good
142653,VeryPoor,AboveAverage,Average,BelowAverage,4.95,2.69,0.306,Poor
200595,VeryPoor,Excellent,Good,VeryGood,5.69,2.89,0.341,Good
195413,SlightlyPoor,SlightlyPoor,BelowAverage,Excellent,4.7,1.99,0.394,Poor
151131,SlightlyGood,SlightlyGood,Average,Good,5.01,2.16,0.337,Good
158913,VeryGood,AboveAverage,SlightlyPoor,SlightlyGood,5.39,2.79,0.323,Good
170645,SlightlyGood,BelowAverage,VeryGood,BelowAverage,4.88,1.75,0.363,Good
137585,BelowAverage,SlightlyGood,VeryGood,SlightlyGood,5.12,2.88,0.325,Good
124208,Average,BelowAverage,SlightlyPoor,AboveAverage,5.47,2.8,0.301,Poor
184369,AboveAverage,Poor,Average,BelowAverage,5.41,2.16,0.299,Poor
183457,Average,AboveAverage,BelowAverage,BelowAverage,4.41,1.93,0.354,Poor
159001,Average,Poor,VeryGood,VeryGood,4.79,2.69,0.299,Good
204070,Good,SlightlyPoor,SlightlyPoor,VeryPoor,5.98,2.18,0.378,Poor
211320,Average,Good,VeryGood,Poor,5.46,2.74,0.375,Good
127648,Average,Poor,Excellent,BelowAverage,4.87,2.1,0.343,Good
205501,BelowAverage,AboveAverage,Excellent,VeryPoor,4.9,2.23,0.352,Good
151380,VeryGood,VeryPoor,Poor,BelowAverage,6.07,2.39,0.298,Poor
135322,Poor,Average,Poor,Average,6.16,2.55,0.368,Poor
153148,VeryPoor,SlightlyGood,VeryPoor,SlightlyPoor,4.42,2.6,0.387,Poor
146702,SlightlyGood,Excellent,VeryPoor,VeryGood,6.11,2.72,0.333,Good
151431,SlightlyPoor,Excellent,VeryGood,Excellent,5.92,2.72,0.357,VeryGood
193875,Average,VeryPoor,AboveAverage,VeryGood,5.52,1.98,0.302,Good
189671,SlightlyPoor,SlightlyPoor,Average,SlightlyGood,5,2.32,0.356,Poor
112562,SlightlyPoor,Excellent,VeryPoor,VeryPoor,5.38,2.1,0.327,Poor
133194,Average,VeryPoor,Good,Poor,5.97,2.2,0.302,Poor
168798,SlightlyGood,VeryPoor,VeryGood,AboveAverage,4.56,1.78,0.335,Good
185958,Average,VeryPoor,Average,Average,5.98,2.8,0.32,Poor
113751,VeryGood,AboveAverage,Excellent,Good,5.01,2.09,0.337,VeryGood
120865,AboveAverage,Excellent,VeryPoor,Good,4.69,2.07,0.348,Good
161918,BelowAverage,SlightlyGood,Average,VeryGood,5.55,1.89,0.362,Good
197991,Average,BelowAverage,SlightlyPoor,SlightlyGood,6.1,2.04,0.308,Poor
213610,Excellent,Poor,SlightlyPoor,VeryGood,4.91,2.69,0.31,Good
182062,BelowAverage,VeryGood,Excellent,Average,5.87,1.86,0.386,Good
126532,SlightlyPoor,Average,Average,AboveAverage,4.68,2.58,0.322,Poor
126102,SlightlyGood,VeryPoor,Average,VeryGood,5.72,1.81,0.363,Good
184083,VeryGood,AboveAverage,VeryGood,AboveAverage,4.52,2.09,0.308,Good
167509,Poor,Good,Poor,VeryPoor,5.4,1.9,0.303,Poor
133977,BelowAverage,Average,Good,SlightlyGood,5.03,2.14,0.308,Good
136817,Average,Excellent,VeryGood,Poor,5.12,2.03,0.379,Good
174946,Good,AboveAverage,VeryGood,AboveAverage,4.82,2.45,0.335,Good
152783,Excellent,Excellent,Good,SlightlyPoor,5.48,2.12,0.354,VeryGood
135611,SlightlyPoor,SlightlyGood,VeryGood,VeryGood,5.81,2.2,0.376,Good
163338,Poor,Good,VeryPoor,Good,4.8,2.78,0.367,Poor
135616,BelowAverage,Excellent,SlightlyPoor,Poor,5.32,2.54,0.367,Poor
126086,Poor,Good,AboveAverage,AboveAverage,5.35,2.71,0.351,Good
153711,Excellent,Good,VeryPoor,Average,5.53,2.76,0.351,Good
149369,Good,Poor,Poor,Poor,5.19,2.14,0.381,Poor
167261,VeryPoor,Good,Poor,Excellent,4.66,2.36,0.342,Good
124656,Excellent,Good,VeryPoor,SlightlyGood,4.28,1.77,0.384,Good
191017,Good,SlightlyPoor,Poor,SlightlyGood,5.05,1.91,0.318,Poor
187409,BelowAverage,SlightlyGood,BelowAverage,Poor,6.02,2.34,0.367,Poor
187046,Poor,VeryPoor,VeryPoor,BelowAverage,4.74,2.53,0.317,Poor
164424,SlightlyGood,VeryGood,VeryGood,VeryPoor,5.35,2.27,0.395,Good
123672,Good,Excellent,Average,SlightlyGood,5.97,2.02,0.314,Good
160801,Good,Average,Good,Average,4.84,2.11,0.337,Good
143258,SlightlyGood,BelowAverage,BelowAverage,SlightlyGood,4.64,2.55,0.307,Good
200543,SlightlyGood,SlightlyGood,Good,Excellent,6.13,1.77,0.35,VeryGood
112969,SlightlyPoor,Good,VeryGood,Average,5.45,2.47,0.381,Good
126774,Good,SlightlyGood,Excellent,VeryGood,5.14,2.65,0.394,VeryGood
146518,Average,AboveAverage,AboveAverage,SlightlyGood,4.37,1.91,0.373,Good
138105,VeryGood,BelowAverage,AboveAverage,Average,4.81,2.16,0.316,Good
178701,Good,Poor,SlightlyGood,Average,4.58,2.24,0.381,Good
115519,VeryGood,Average,SlightlyPoor,Excellent,4.72,2.84,0.389,Good
149744,Good,Average,SlightlyPoor,BelowAverage,5.59,1.81,0.339,Poor
157194,Average,VeryGood,Poor,SlightlyPoor,6.01,1.92,0.321,Poor
142048,Poor,VeryGood,AboveAverage,SlightlyGood,6.15,2.29,0.364,Good
140915,AboveAverage,Good,Excellent,Average,5.75,2.11,0.33,Good
196134,Good,Poor,VeryPoor,VeryGood,5.02,2.37,0.37,Poor
184804,AboveAverage,Good,Good,Excellent,4.45,1.88,0.374,VeryGood
189199,VeryGood,Excellent,Good,Average,6.01,2.7,0.365,VeryGood
192735,Poor,Excellent,Average,SlightlyPoor,5.5,2.38,0.299,Poor
207651,SlightlyGood,Excellent,VeryPoor,VeryGood,4.5,1.77,0.361,Good
168567,Poor,VeryPoor,Poor,SlightlyPoor,4.34,2.67,0.356,Poor
144606,VeryGood,VeryGood,VeryGood,Good,5.97,1.99,0.309,VeryGood
208373,VeryPoor,SlightlyPoor,VeryPoor,SlightlyPoor,6.08,1.84,0.341,Poor
137367,SlightlyPoor,Poor,Good,SlightlyPoor,5.78,2.66,0.356,Poor
145308,Average,Good,AboveAverage,Good,5.56,2.02,0.333,Good
123649,Average,VeryPoor,SlightlyPoor,AboveAverage,4.87,2.16,0.359,Poor
172459,Average,BelowAverage,Excellent,Average,4.52,2.19,0.37,Good
170204,BelowAverage,AboveAverage,Excellent,VeryPoor,6.16,2.1,0.304,Good
160682,Excellent,AboveAverage,VeryPoor,Excellent,6.07,2.6,0.316,Good
198755,VeryPoor,AboveAverage,Poor,BelowAverage,5.97,2.1,0.389,Poor
192905,SlightlyPoor,SlightlyPoor,VeryPoor,VeryPoor,5.68,2,0.319,Poor
154104,Poor,VeryGood,AboveAverage,Average,5.76,2.48,0.304,Good
210642,Poor,VeryGood,VeryPoor,BelowAverage,4.7,2.51,0.396,Poor
143121,Good,Poor,VeryGood,VeryPoor,5.16,2.27,0.39,Poor
121230,SlightlyPoor,Average,SlightlyGood,Excellent,4.87,1.85,0.302,Good
170079,SlightlyGood,AboveAverage,AboveAverage,Excellent,4.86,2.02,0.346,Good
202147,Average,Good,VeryGood,Good,5.89,2.32,0.328,Good
112268,SlightlyPoor,Excellent,Good,Average,5.84,2.46,0.313,Good
125576,Good,Poor,AboveAverage,Average,5.43,2.05,0.329,Good
174425,SlightlyPoor,Average,Average,BelowAverage,5.35,2.89,0.332,Poor
145694,Excellent,BelowAverage,Good,Average,4.8,2.25,0.301,Good
115451,BelowAverage,BelowAverage,SlightlyPoor,Poor,4.22,2.85,0.363,Poor
161205,SlightlyPoor,VeryGood,Poor,SlightlyGood,4.8,2.57,0.346,Good
214184,AboveAverage,BelowAverage,Good,Poor,5.39,2.72,0.317,Poor
143714,Good,VeryGood,Good,SlightlyPoor,4.91,1.78,0.376,Good
185690,AboveAverage,Average,SlightlyPoor,AboveAverage,5.87,2.76,0.317,Poor
184043,Average,Good,Excellent,BelowAverage,5.69,2.86,0.397,Good
123590,SlightlyPoor,Average,Average,SlightlyGood,5.56,2.15,0.301,Poor
185590,Good,VeryPoor,AboveAverage,Poor,5.66,2.43,0.353,Poor
171460,BelowAverage,Excellent,VeryPoor,VeryPoor,5.23,2.36,0.331,Poor
183189,AboveAverage,Average,BelowAverage,SlightlyGood,5.07,1.86,0.38,Good
208319,Poor,Excellent,SlightlyPoor,SlightlyGood,4.61,2.77,0.37,Good
122042,BelowAverage,VeryGood,SlightlyPoor,AboveAverage,4.75,2.83,0.366,Good
193377,AboveAverage,VeryGood,Average,VeryGood,4.56,2.25,0.397,Good
187806,Average,Poor,SlightlyPoor,Excellent,5.51,2.39,0.333,Poor
167251,Excellent,Excellent,BelowAverage,Average,5.18,2.64,0.385,Good
207250,AboveAverage,Good,Average,VeryGood,4.32,2.06,0.31,Good
207590,SlightlyGood,AboveAverage,BelowAverage,VeryPoor,4.61,2.38,0.373,Poor
212317,Average,VeryGood,Excellent,VeryPoor,6.13,1.83,0.392,Good
191983,Excellent,SlightlyGood,VeryPoor,BelowAverage,4.95,2.28,0.318,Good
175201,VeryGood,SlightlyPoor,VeryPoor,SlightlyPoor,6.14,2.35,0.376,Poor
201484,SlightlyPoor,VeryPoor,Average,SlightlyGood,5,2.82,0.365,Poor
150563,VeryPoor,VeryGood,AboveAverage,BelowAverage,5.14,2.72,0.353,Poor
185278,SlightlyPoor,Excellent,Poor,Good,5.72,2.81,0.327,Good
163115,VeryGood,SlightlyGood,SlightlyGood,Excellent,5.77,2.58,0.356,VeryGood
184178,Average,AboveAverage,VeryPoor,SlightlyPoor,5.77,2.54,0.347,Poor
210996,SlightlyPoor,VeryGood,AboveAverage,VeryPoor,5.33,1.84,0.336,Poor
190274,Excellent,Poor,VeryPoor,AboveAverage,5.57,2.46,0.327,Poor
152871,AboveAverage,VeryGood,AboveAverage,Average,5.64,1.95,0.334,Good
185749,VeryPoor,VeryGood,Good,Excellent,5.3,2.82,0.371,Good
189509,Average,Excellent,AboveAverage,BelowAverage,5.96,2.71,0.314,Good
125379,Excellent,Average,BelowAverage,Poor,5.93,1.9,0.359,Good
132052,Excellent,Excellent,Excellent,Poor,5.35,1.95,0.37,VeryGood
138120,VeryPoor,Poor,SlightlyPoor,Good,5.57,1.96,0.395,Poor
146712,VeryPoor,VeryPoor,Good,Poor,4.79,2.69,0.365,Poor
164700,Excellent,VeryGood,SlightlyPoor,Good,5.19,2.89,0.345,Good
141676,Poor,Good,Excellent,SlightlyPoor,6.09,1.89,0.356,Good
183849,AboveAverage,BelowAverage,VeryPoor,BelowAverage,4.61,1.84,0.318,Poor
121260,BelowAverage,Good,Good,SlightlyPoor,4.38,1.81,0.35,Good
196102,Average,SlightlyGood,Good,Poor,5.29,2.64,0.303,Good
138659,Average,SlightlyGood,SlightlyPoor,Average,4.23,2.69,0.335,Poor
181206,BelowAverage,Excellent,BelowAverage,VeryGood,5.52,1.85,0.354,Good
189365,VeryPoor,Average,AboveAverage,VeryPoor,5.58,1.93,0.345,Poor
131018,VeryPoor,SlightlyPoor,Excellent,SlightlyPoor,4.66,1.84,0.377,Poor
134525,VeryGood,Average,VeryGood,VeryGood,6.08,2.59,0.325,VeryGood
136758,Poor,Good,VeryPoor,Good,5.55,2.58,0.364,Poor
145616,Excellent,Average,SlightlyGood,VeryPoor,5.07,1.91,0.329,Good
186750,Average,VeryGood,BelowAverage,Poor,5.34,1.87,0.379,Poor
182549,Poor,Poor,VeryPoor,SlightlyGood,5.35,2.07,0.315,Poor
151856,Poor,BelowAverage,SlightlyPoor,BelowAverage,5.67,2.84,0.326,Poor
174778,Poor,SlightlyGood,SlightlyGood,AboveAverage,4.68,2.23,0.309,Good
159236,VeryGood,Average,VeryGood,VeryPoor,4.62,2.78,0.373,Good
149770,Good,Good,VeryGood,Average,5.58,2.79,0.326,Good
189689,Good,Average,SlightlyPoor,VeryGood,4.53,2.12,0.345,Good
195819,SlightlyPoor,SlightlyPoor,VeryGood,VeryGood,5.96,2.84,0.338,Good
122105,SlightlyPoor,AboveAverage,Good,Excellent,4.3,2.62,0.343,Good
185387,VeryPoor,SlightlyGood,SlightlyPoor,VeryGood,4.71,1.8,0.318,Poor
209321,Good,Average,VeryGood,BelowAverage,4.29,2.1,0.352,Good
127781,SlightlyGood,VeryGood,SlightlyGood,SlightlyGood,5.7,2.31,0.386,Good
186538,Good,SlightlyGood,VeryGood,VeryPoor,4.55,2.36,0.312,Good
206280,AboveAverage,SlightlyPoor,Excellent,SlightlyPoor,4.5,1.83,0.376,Good
162626,Poor,Excellent,VeryGood,Excellent,4.71,2.64,0.356,VeryGood
131014,SlightlyGood,SlightlyGood,VeryGood,AboveAverage,4.91,2.2,0.38,Good
118312,Excellent,Average,VeryGood,VeryPoor,5.19,1.81,0.363,Good
195554,SlightlyGood,Good,Average,Poor,6.16,2.58,0.313,Good
165637,SlightlyGood,BelowAverage,SlightlyGood,Good,5.14,1.98,0.396,Good
146386,Poor,BelowAverage,VeryGood,BelowAverage,5.3,2.41,0.344,Poor
136775,AboveAverage,Average,Average,Poor,4.87,2.35,0.369,Poor
191812,BelowAverage,Average,Excellent,BelowAverage,4.2,2.3,0.376,Good
131211,AboveAverage,BelowAverage,SlightlyPoor,AboveAverage,4.97,2.19,0.372,Poor
137051,BelowAverage,Poor,SlightlyPoor,Poor,5.37,2.38,0.309,Poor
197412,Poor,AboveAverage,VeryPoor,AboveAverage,5.57,2.04,0.392,Poor
177975,SlightlyGood,BelowAverage,VeryPoor,Good,4.6,1.78,0.318,Poor
179538,BelowAverage,Excellent,Average,VeryPoor,5.33,2.69,0.336,Poor
126608,Excellent,Good,Good,AboveAverage,5.02,2.53,0.351,VeryGood
126580,Poor,VeryPoor,Excellent,VeryGood,4.47,2.28,0.351,Good
150773,VeryPoor,AboveAverage,Poor,BelowAverage,5.94,2.75,0.299,Poor
136331,Poor,SlightlyPoor,BelowAverage,Excellent,4.38,2.85,0.348,Poor
192429,AboveAverage,SlightlyPoor,VeryPoor,Good,5.86,2.88,0.396,Poor
207737,SlightlyGood,Good,Average,VeryPoor,5,2.49,0.298,Good
203533,Average,AboveAverage,Good,BelowAverage,4.83,2.4,0.393,Good
118215,Good,Excellent,Excellent,VeryPoor,5.49,2.54,0.356,Good
199666,Poor,AboveAverage,Excellent,Poor,4.69,1.78,0.383,Poor
185945,BelowAverage,AboveAverage,VeryPoor,SlightlyPoor,4.91,2.01,0.321,Poor
111903,BelowAverage,Excellent,Average,SlightlyGood,5.56,2.7,0.331,Good
114193,VeryPoor,Average,Excellent,AboveAverage,4.84,2.9,0.312,Good
133642,SlightlyPoor,VeryPoor,Excellent,VeryGood,5.71,2.22,0.396,Good
131786,Average,Excellent,AboveAverage,VeryGood,5.85,1.79,0.342,Good
131400,SlightlyGood,Average,VeryGood,AboveAverage,5.81,2.19,0.358,Good
138864,Poor,Excellent,Average,Poor,5.31,2.79,0.383,Poor
168724,Good,Average,Excellent,Average,4.43,2.68,0.308,Good
164386,Average,Excellent,VeryPoor,Excellent,5.51,2.15,0.363,Good
166561,Good,SlightlyPoor,SlightlyGood,BelowAverage,5.45,2.2,0.397,Good
152911,Poor,BelowAverage,SlightlyPoor,VeryPoor,6.16,2.48,0.331,Poor
117236,Poor,VeryPoor,VeryPoor,VeryPoor,4.42,1.8,0.318,Poor
199113,VeryGood,BelowAverage,VeryGood,VeryGood,5.85,2.56,0.364,VeryGood
135317,BelowAverage,SlightlyGood,AboveAverage,Average,5.38,2.71,0.387,Good
144790,VeryPoor,SlightlyGood,SlightlyGood,Excellent,4.45,2.73,0.334,Good
137275,Good,SlightlyPoor,VeryGood,Good,4.47,2.02,0.327,Good
156015,SlightlyGood,Excellent,VeryGood,SlightlyPoor,5.96,2.56,0.333,Good
138797,Average,AboveAverage,AboveAverage,AboveAverage,5.76,2.44,0.33,Good
114895,Good,BelowAverage,Average,VeryGood,5.22,2.29,0.38,Good
204546,Excellent,AboveAverage,VeryGood,Average,6.07,2.16,0.345,Good
200310,AboveAverage,VeryGood,SlightlyPoor,Average,5.69,1.93,0.325,Good
120600,Good,BelowAverage,BelowAverage,Poor,6.13,1.82,0.327,Poor
181667,AboveAverage,Good,Excellent,VeryGood,6.06,2.16,0.306,VeryGood
176698,Good,BelowAverage,AboveAverage,Good,5.26,1.78,0.367,Good
151895,Average,Excellent,Poor,Good,4.66,2.12,0.367,Good
172482,AboveAverage,SlightlyPoor,Average,VeryPoor,4.71,1.85,0.3,Poor
203073,VeryPoor,Excellent,Good,VeryPoor,5.98,2.32,0.304,Poor
118987,SlightlyGood,Poor,Poor,BelowAverage,5.46,2.77,0.391,Poor
164268,Good,Excellent,SlightlyGood,BelowAverage,5.79,2.87,0.336,Good
136939,Excellent,VeryGood,Poor,Average,5.36,2.89,0.328,Good
119510,SlightlyPoor,SlightlyPoor,AboveAverage,VeryGood,4.77,1.93,0.325,Good
120258,SlightlyPoor,AboveAverage,BelowAverage,Good,4.41,2.35,0.322,Good
138679,SlightlyPoor,Average,SlightlyGood,Good,4.39,2.3,0.372,Good
115118,Average,Poor,Excellent,BelowAverage,5.28,1.94,0.354,Good
164067,Poor,Average,AboveAverage,AboveAverage,5.95,1.77,0.338,Poor
162028,BelowAverage,Good,Poor,Excellent,5.93,2.71,0.318,Good
126476,VeryPoor,VeryPoor,AboveAverage,VeryPoor,5.21,2.33,0.347,Poor
127285,Poor,SlightlyPoor,BelowAverage,VeryPoor,5.65,2.84,0.307,Poor
135703,Excellent,VeryGood,AboveAverage,Excellent,4.21,1.95,0.323,VeryGood
201657,VeryPoor,Good,AboveAverage,VeryGood,4.67,1.93,0.346,Good
113163,Excellent,Poor,VeryGood,Poor,4.77,2.36,0.328,Good
162844,VeryGood,SlightlyGood,SlightlyPoor,SlightlyPoor,6.07,2.78,0.367,Good
193864,Good,SlightlyPoor,Good,AboveAverage,6.17,2.33,0.387,Good
159739,Average,BelowAverage,BelowAverage,SlightlyGood,4.87,1.84,0.361,Poor
184315,BelowAverage,AboveAverage,VeryPoor,Excellent,5.07,2.32,0.361,Good
154967,SlightlyGood,Good,Average,Average,4.34,1.79,0.341,Good
157920,VeryPoor,VeryPoor,Good,VeryGood,4.37,1.98,0.374,Poor
126759,SlightlyPoor,Poor,Excellent,AboveAverage,5.89,1.83,0.395,Good
129923,Poor,VeryGood,Excellent,Average,5.05,2.3,0.366,Good
149437,VeryGood,Average,BelowAverage,VeryGood,4.55,2.18,0.382,Good
156848,Excellent,SlightlyPoor,Poor,VeryGood,5.83,2.66,0.314,Good
204174,AboveAverage,BelowAverage,Average,Good,5.09,2.87,0.381,Good
146282,VeryGood,VeryPoor,SlightlyPoor,Poor,6.17,2.28,0.326,Poor
168730,SlightlyPoor,Excellent,Average,SlightlyGood,5.67,2.55,0.331,Good
181191,Excellent,Good,BelowAverage,SlightlyPoor,5.66,2.23,0.368,Good
165858,Excellent,BelowAverage,BelowAverage,VeryPoor,4.84,2.86,0.329,Poor
129568,AboveAverage,Average,VeryPoor,VeryPoor,4.32,1.82,0.312,Poor
182868,Average,SlightlyPoor,Poor,SlightlyPoor,4.43,2.74,0.345,Poor
178252,VeryPoor,VeryGood,Average,Good,4.83,2.82,0.379,Good
144398,SlightlyGood,SlightlyPoor,Excellent,SlightlyPoor,4.41,1.91,0.309,Good
189914,Poor,BelowAverage,BelowAverage,Good,5.05,1.82,0.338,Poor
111550,BelowAverage,BelowAverage,Average,AboveAverage,5.5,2.53,0.315,Poor
139943,Excellent,SlightlyGood,SlightlyGood,VeryGood,5.73,2.29,0.318,VeryGood
167743,AboveAverage,VeryPoor,VeryGood,SlightlyGood,5.7,2.38,0.302,Good
132001,VeryPoor,Poor,SlightlyGood,Good,5.64,2.17,0.387,Poor
118531,SlightlyGood,Good,Average,AboveAverage,5.75,2.3,0.34,Good
159328,Good,Average,BelowAverage,VeryGood,5.66,2.49,0.376,Good
140062,VeryGood,Poor,SlightlyPoor,VeryPoor,5.67,2.63,0.304,Poor
179799,SlightlyPoor,VeryPoor,VeryPoor,Good,5.3,2.88,0.303,Poor
165978,AboveAverage,AboveAverage,Poor,Good,4.75,2.25,0.38,Good
170981,VeryPoor,Excellent,Average,SlightlyGood,4.37,2.47,0.372,Good
190437,SlightlyPoor,Good,AboveAverage,Good,5.88,2.15,0.331,Good
147384,Average,Average,Poor,AboveAverage,4.89,2.76,0.397,Poor
120642,VeryGood,VeryPoor,VeryPoor,Average,4.62,2.7,0.354,Poor
133442,SlightlyGood,Poor,VeryGood,VeryPoor,4.21,1.82,0.378,Poor
126190,BelowAverage,Average,Poor,Excellent,5.91,2.65,0.326,Good
121010,Poor,VeryGood,AboveAverage,Poor,5.9,2.66,0.316,Poor
149222,AboveAverage,VeryPoor,Excellent,AboveAverage,5.21,2.64,0.395,Good
204265,BelowAverage,SlightlyGood,BelowAverage,Good,5.89,1.93,0.333,Good
141533,Poor,VeryGood,SlightlyPoor,Average,6.18,1.84,0.362,Poor
190286,VeryGood,Poor,SlightlyPoor,Excellent,5.58,1.99,0.304,Good
183416,BelowAverage,Excellent,Excellent,Excellent,4.74,1.93,0.394,VeryGood
125448,SlightlyPoor,Average,SlightlyGood,Average,5.42,2.12,0.316,Poor
159320,BelowAverage,VeryGood,Average,Average,4.53,2.07,0.341,Good
165258,BelowAverage,Excellent,Excellent,VeryPoor,5.55,2.54,0.316,Good
171941,Excellent,AboveAverage,SlightlyGood,VeryPoor,5.06,2.07,0.385,Good
214130,Average,Average,AboveAverage,SlightlyGood,5.51,2.36,0.322,Good
168525,VeryGood,VeryGood,SlightlyPoor,AboveAverage,4.9,2.79,0.323,Good
121947,VeryGood,Good,SlightlyPoor,VeryPoor,4.32,2.14,0.345,Good
156873,SlightlyPoor,Poor,VeryGood,SlightlyGood,6.1,2.07,0.321,Good
124701,VeryGood,SlightlyGood,Poor,VeryGood,5.08,2.74,0.375,Good
166335,SlightlyGood,Excellent,Excellent,Excellent,6.01,1.8,0.362,VeryGood
210048,AboveAverage,SlightlyGood,VeryGood,Average,4.84,2.59,0.368,Good
192590,Poor,AboveAverage,Good,AboveAverage,5.1,2.22,0.398,Good
148520,SlightlyPoor,VeryPoor,AboveAverage,SlightlyPoor,4.92,1.88,0.328,Poor
